ID_Choke,Orifice_ID_gaslift,Qgaslift,CHP,WHP,WHT,TAmbient,FBHP,FBHT,FLP,FLT,DP_Choke,DT_Choke,Qliquid,Qgas,Qoil,Qwater,PReservoir,PI_Liquid,PI_oil
2.380,0.292,1.760,2945.45,367.60,142.66,80.340,2936.01,242.34,362.23,142.37,5.37,0.29,3456.97,1.472,2662.56,794.41,4633.93,2.04,1.57
2.190,0.305,1.840,3109.34,353.28,149.17,80.170,3149.22,241.05,348.93,148.84,4.35,0.33,2648.77,0.282,665.11,1983.67,4450.84,2.03,0.51
1.240,0.293,0.840,3955.69,498.69,133.24,79.530,4048.22,240.45,490.96,133.03,7.73,0.20,1768.94,0.097,230.49,1538.45,4917.63,2.03,0.27
1.260,0.308,2.650,2692.33,464.17,126.46,80.430,2511.72,238.45,417.61,126.16,46.56,0.30,2945.24,1.607,2867.20,78.05,3959.38,2.03,1.98
1.390,0.298,2.910,2871.53,450.63,136.00,80.780,2669.22,238.66,414.31,135.77,36.32,0.23,3205.78,1.317,2698.95,506.83,4245.43,2.03,1.71
1.920,0.308,0.910,3370.14,462.36,129.79,79.830,3461.47,240.73,460.20,129.43,2.16,0.36,1917.04,0.388,737.10,1179.94,4404.17,2.03,0.78
2.320,0.293,1.350,3097.34,365.94,140.79,80.070,3249.17,238.93,361.42,140.52,4.52,0.27,3492.61,1.130,2641.11,851.50,4966.66,2.03,1.54
1.820,0.298,0.210,3735.84,422.80,117.64,80.760,3843.23,241.78,421.18,117.34,1.62,0.30,1796.49,0.695,1231.67,564.82,4726.80,2.03,1.39
2.320,0.293,0.760,3636.01,408.07,133.45,80.770,3774.45,238.66,406.84,133.21,1.23,0.25,2020.58,0.302,642.95,1377.63,4768.24,2.03,0.65
2.220,0.332,2.570,3089.35,504.75,144.40,79.460,3095.00,238.87,498.64,144.16,6.11,0.25,3619.52,1.258,2712.10,907.41,4875.23,2.03,1.52
1.580,0.341,2.220,2856.93,444.72,138.83,80.020,2818.97,241.04,425.68,138.58,19.04,0.25,3233.59,1.494,2572.32,661.27,4409.52,2.03,1.62
2.010,0.302,2.850,2745.33,507.12,133.04,79.230,2603.63,239.09,501.64,132.72,5.48,0.31,2415.85,0.711,1489.37,926.48,3792.34,2.03,1.25
1.050,0.293,2.560,3225.00,563.13,143.74,80.530,3028.84,241.69,480.74,143.51,82.39,0.23,3028.35,0.963,1895.14,1133.21,4519.01,2.03,1.27
1.810,0.282,0.970,3523.99,392.58,143.59,80.310,3642.02,241.86,387.30,143.37,5.28,0.22,2729.06,0.590,1205.70,1523.36,4985.05,2.03,0.90
1.070,0.306,2.090,3120.16,513.30,133.46,79.750,3021.46,241.08,423.15,133.21,90.15,0.25,3571.07,1.531,3413.59,157.48,4778.93,2.03,1.94
1.260,0.307,2.350,3295.55,483.02,150.85,80.310,3194.27,241.49,432.88,150.53,50.14,0.32,3482.25,1.074,2039.21,1443.05,4908.33,2.03,1.19
1.480,0.324,2.530,3095.02,488.46,149.00,80.130,3025.08,242.01,468.29,148.70,20.17,0.30,2857.49,0.665,1160.71,1696.77,4432.02,2.03,0.82
1.910,0.314,1.470,3052.69,392.78,136.35,80.060,3086.10,239.93,389.54,136.05,3.24,0.30,1831.79,0.111,191.42,1640.37,3988.46,2.03,0.21
2.190,0.323,2.360,2714.06,436.47,132.63,79.790,2721.67,238.07,431.21,132.30,5.26,0.33,3017.41,1.055,2494.79,522.61,4208.39,2.03,1.68
2.280,0.332,2.440,2830.43,403.01,142.44,79.810,2825.13,237.68,399.64,142.10,3.37,0.33,2107.49,0.102,242.99,1864.49,3863.73,2.03,0.23
2.090,0.332,0.840,3195.27,461.14,126.00,79.820,3425.58,240.28,459.29,125.63,1.85,0.37,2167.23,0.590,1369.91,797.32,4493.66,2.03,1.28
1.130,0.341,0.610,3362.18,367.99,126.32,79.970,3399.17,241.16,351.19,126.02,16.80,0.30,1935.14,0.549,968.73,966.41,4353.33,2.03,1.02
1.140,0.310,1.730,3563.31,523.15,149.40,79.220,3529.11,240.78,482.49,149.14,40.66,0.26,2922.55,0.577,1075.50,1847.05,4970.44,2.03,0.75
1.690,0.306,1.100,2769.43,395.21,124.44,79.710,2931.43,241.07,390.45,124.09,4.76,0.35,2081.10,0.559,1337.31,743.78,3957.87,2.03,1.30
2.220,0.314,1.880,3499.96,441.94,156.00,80.620,3502.54,241.55,437.83,155.71,4.11,0.29,2928.06,0.350,574.78,2353.28,4946.74,2.03,0.40
1.030,0.320,1.980,2990.20,498.12,136.17,79.290,2954.47,238.22,455.24,135.93,42.88,0.24,2026.82,0.239,540.96,1485.86,3954.18,2.03,0.54
2.140,0.322,1.660,3387.11,379.98,152.15,80.500,3480.18,238.05,375.43,151.95,4.55,0.20,2927.60,0.329,785.18,2142.42,4924.61,2.03,0.54
1.690,0.328,1.620,2857.73,504.97,127.09,79.470,2841.67,241.66,494.28,126.78,10.69,0.31,3153.65,1.871,3129.99,23.65,4397.90,2.03,2.01
1.310,0.328,0.660,3308.72,411.31,126.90,79.690,3529.61,238.78,400.00,126.55,11.31,0.34,2359.40,0.714,1587.17,772.23,4694.12,2.03,1.36
1.240,0.286,2.670,2995.68,515.20,139.48,79.580,2794.29,237.85,481.05,139.23,34.15,0.25,2468.08,0.650,1103.48,1364.60,4012.51,2.03,0.91
2.000,0.309,1.600,3145.08,493.40,139.36,79.350,3156.33,241.46,489.09,139.08,4.31,0.28,2645.64,0.795,1399.28,1246.36,4462.20,2.03,1.07
1.900,0.335,1.770,2872.69,487.83,133.49,80.350,2882.44,238.17,482.60,133.29,5.23,0.20,2520.98,0.903,1582.92,938.06,4126.86,2.03,1.27
1.280,0.340,2.600,3055.65,503.15,143.88,80.270,2953.28,240.40,454.82,143.55,48.33,0.33,3399.06,1.444,2496.61,902.45,4631.45,2.03,1.49
2.400,0.296,1.170,3287.72,397.69,142.08,80.710,3344.38,238.88,394.73,141.84,2.96,0.24,2955.75,0.916,1669.71,1286.05,4803.68,2.03,1.14
1.880,0.292,2.130,3276.34,497.62,148.04,79.390,3245.91,240.14,491.73,147.82,5.89,0.21,2571.92,0.320,614.43,1957.49,4515.72,2.03,0.48
1.030,0.287,0.240,4261.33,377.09,102.56,79.430,4342.73,240.05,374.74,102.25,2.35,0.32,706.85,0.038,74.50,632.35,4691.77,2.03,0.21
1.330,0.331,1.720,2831.92,512.38,126.96,79.760,2908.27,242.27,492.01,126.64,20.37,0.32,2885.20,1.151,2641.69,243.51,4333.04,2.03,1.85
2.110,0.329,1.530,3320.78,400.88,148.28,80.390,3355.34,237.70,395.53,148.02,5.35,0.27,3145.92,0.818,1458.45,1687.47,4910.24,2.02,0.94
1.590,0.326,1.230,3080.04,433.04,131.49,79.230,3094.02,238.19,427.00,131.26,6.04,0.23,2009.00,0.456,739.51,1269.49,4087.00,2.02,0.74
1.480,0.283,0.810,3515.57,426.48,127.67,79.340,3647.61,239.70,422.40,127.40,4.08,0.27,1671.15,0.167,392.89,1278.26,4473.61,2.02,0.48
1.430,0.286,0.740,3181.57,373.91,132.97,80.070,3210.89,238.41,350.46,132.62,23.45,0.35,3555.08,1.873,3315.47,239.61,4968.20,2.02,1.89
1.830,0.319,0.530,3351.01,466.36,119.78,79.350,3356.34,242.08,464.12,119.50,2.24,0.27,1913.32,0.798,1296.65,616.66,4302.13,2.02,1.37
1.310,0.317,2.460,3376.02,406.45,159.82,80.660,3289.81,241.82,361.40,159.53,45.05,0.28,3177.70,0.379,706.09,2471.62,4861.26,2.02,0.45
1.410,0.282,2.910,2939.34,471.36,137.97,79.760,2654.62,241.74,438.56,137.62,32.80,0.36,3040.32,1.408,2345.30,695.02,4158.21,2.02,1.56
1.440,0.289,0.340,3295.12,359.25,120.40,79.260,3537.34,241.51,352.93,120.04,6.32,0.36,2157.30,0.795,1635.45,521.85,4604.37,2.02,1.53
2.010,0.289,1.800,3027.83,518.15,136.24,80.010,3002.78,238.81,514.23,135.99,3.92,0.25,2442.43,0.729,1266.89,1175.54,4211.27,2.02,1.05
2.190,0.325,1.580,2991.90,426.82,135.69,80.790,3011.46,238.94,419.92,135.39,6.90,0.31,3835.40,2.131,3742.58,92.82,4909.36,2.02,1.97
1.980,0.308,2.930,2897.15,514.08,142.24,80.650,2771.18,240.11,508.36,142.04,5.72,0.20,2311.80,0.415,759.19,1552.60,3915.16,2.02,0.66
1.680,0.312,0.870,3288.84,421.77,134.03,79.370,3308.12,239.54,414.98,133.72,6.79,0.31,2660.33,1.037,1718.84,941.49,4624.87,2.02,1.31
1.000,0.313,2.490,3337.84,576.06,147.66,80.710,3216.73,239.25,502.69,147.35,73.37,0.31,2566.54,0.299,698.10,1868.44,4487.06,2.02,0.55
1.230,0.286,2.330,2778.82,436.34,130.07,79.590,2563.15,241.74,378.73,129.86,57.61,0.21,3086.40,1.801,2915.42,170.99,4091.57,2.02,1.91
2.160,0.299,0.500,3329.93,378.84,120.87,80.740,3463.67,238.69,377.60,120.50,1.24,0.37,1794.57,0.538,1022.55,772.02,4352.43,2.02,1.15
1.260,0.341,1.840,3101.37,418.03,143.67,80.300,3083.72,237.91,376.83,143.42,41.20,0.25,3131.86,0.983,1873.79,1258.07,4635.45,2.02,1.21
1.170,0.343,1.400,3500.38,522.41,140.05,79.760,3509.81,241.40,504.72,139.84,17.69,0.21,2030.04,0.174,285.63,1744.41,4515.76,2.02,0.28
1.140,0.339,2.150,2945.53,552.50,134.89,79.560,2938.44,242.34,515.82,134.62,36.68,0.27,2588.63,0.722,1676.92,911.72,4221.25,2.02,1.31
1.290,0.298,2.450,2700.80,406.35,131.16,80.220,2505.19,240.23,354.03,130.87,52.32,0.30,3047.46,1.693,2769.23,278.23,4015.51,2.02,1.83
1.730,0.288,0.350,3428.36,362.19,110.83,80.210,3602.06,240.12,361.04,110.62,1.15,0.21,1223.12,0.295,579.51,643.61,4208.31,2.02,0.96
1.040,0.296,1.000,2915.61,405.22,123.48,80.480,2898.29,239.64,380.11,123.26,25.11,0.22,1737.18,0.486,832.45,904.72,3759.45,2.02,0.97
2.360,0.287,0.760,3400.50,380.46,135.01,79.850,3552.19,239.87,378.60,134.80,1.86,0.21,2487.27,0.671,1338.40,1148.87,4785.29,2.02,1.09
1.960,0.299,2.920,2904.51,468.31,136.46,79.660,2763.88,238.38,458.76,136.21,9.55,0.25,3354.57,1.297,2887.28,467.29,4427.09,2.02,1.74
2.360,0.316,0.840,3008.25,399.15,124.10,79.260,3194.92,241.24,397.80,123.73,1.35,0.37,2009.89,0.537,1199.30,810.59,4191.45,2.02,1.20
1.380,0.342,2.690,3465.18,524.84,156.87,79.830,3426.60,237.88,499.19,156.60,25.65,0.27,2910.96,0.198,358.63,2552.33,4869.91,2.02,0.25
1.150,0.289,2.460,3562.33,565.61,154.16,79.600,3412.31,240.49,514.33,153.97,51.28,0.19,3012.80,0.494,868.59,2144.21,4906.23,2.02,0.58
1.180,0.312,2.660,3347.76,480.89,153.26,79.380,3221.78,237.61,423.91,153.03,56.98,0.23,2957.54,0.381,754.47,2203.07,4688.32,2.02,0.51
1.990,0.308,2.340,3068.52,436.84,149.21,80.050,3038.16,242.25,429.55,148.88,7.29,0.33,2988.48,0.658,1329.88,1658.61,4520.14,2.02,0.90
1.880,0.311,2.110,2652.19,513.38,126.51,79.800,2650.54,238.05,508.83,126.31,4.55,0.20,2193.29,0.660,1460.51,732.78,3738.33,2.02,1.34
2.240,0.305,0.740,3191.83,353.94,128.27,80.640,3289.66,238.98,352.28,127.95,1.66,0.32,2003.61,0.537,980.17,1023.45,4283.38,2.02,0.99
1.310,0.318,2.200,2701.26,531.79,129.36,80.150,2622.28,241.12,512.34,129.07,19.45,0.29,2204.26,0.862,1409.84,794.41,3715.58,2.02,1.29
1.350,0.330,2.790,2926.04,500.82,144.16,80.670,2811.99,242.33,469.53,143.87,31.29,0.30,2830.49,0.926,1581.68,1248.81,4216.03,2.02,1.13
1.780,0.311,0.160,4116.68,426.25,96.93,79.250,4285.60,242.02,426.04,96.63,0.21,0.30,629.86,0.117,222.09,407.77,4598.05,2.02,0.71
2.310,0.289,1.010,3071.88,469.84,127.78,79.950,3205.55,238.95,467.58,127.53,2.26,0.26,2689.95,1.084,2169.18,520.77,4540.02,2.02,1.63
1.050,0.343,0.220,3450.78,493.50,95.73,79.420,3531.85,238.08,491.14,95.48,2.36,0.25,747.05,0.269,478.04,269.01,3902.57,2.02,1.29
2.090,0.318,2.650,2916.14,408.86,149.31,80.570,2844.69,241.97,402.60,149.11,6.26,0.19,2600.16,0.415,715.04,1885.11,4135.09,2.01,0.55
1.030,0.289,1.890,3271.80,462.97,144.69,79.370,3167.11,240.13,391.82,144.49,71.15,0.20,2670.77,0.543,1055.49,1615.28,4492.65,2.01,0.80
1.390,0.301,0.720,3109.95,404.06,126.43,80.490,3167.15,238.73,391.24,126.20,12.82,0.24,2579.02,1.148,2062.45,516.58,4447.28,2.01,1.61
1.320,0.340,2.630,3062.02,519.72,146.77,79.460,3022.84,242.12,497.18,146.56,22.54,0.21,2303.66,0.158,362.60,1941.07,4166.46,2.01,0.32
1.750,0.315,2.140,3285.36,429.64,152.68,80.490,3267.84,241.71,420.99,152.43,8.65,0.25,2560.65,0.171,282.44,2278.21,4539.45,2.01,0.22
2.180,0.302,1.560,3096.60,384.51,140.92,80.770,3139.22,240.32,381.94,140.64,2.57,0.28,2037.46,0.119,267.93,1769.53,4151.16,2.01,0.26
1.030,0.283,1.540,3596.60,531.55,146.21,80.510,3515.07,241.12,480.87,145.91,50.68,0.30,2665.15,0.534,937.07,1728.08,4838.92,2.01,0.71
2.380,0.329,2.460,2840.99,380.14,142.35,80.410,2821.05,241.59,373.42,142.07,6.72,0.29,3634.86,1.502,3002.40,632.47,4626.69,2.01,1.66
2.100,0.340,2.100,2998.70,404.23,147.61,80.400,3019.36,241.64,399.49,147.37,4.74,0.24,2507.19,0.319,613.76,1893.43,4264.82,2.01,0.49
1.390,0.295,2.120,3073.99,385.11,148.27,79.350,2985.76,241.67,352.49,148.02,32.62,0.25,3089.81,0.865,1545.83,1543.98,4520.79,2.01,1.01
1.930,0.318,0.650,3262.92,382.90,115.86,79.550,3383.77,237.64,381.92,115.53,0.98,0.33,1212.41,0.123,257.88,954.53,3986.24,2.01,0.43
1.910,0.291,2.960,2909.17,363.47,148.56,79.810,2721.29,240.62,354.27,148.26,9.20,0.31,2370.82,0.178,360.60,2010.22,3899.46,2.01,0.31
1.250,0.282,0.490,3463.29,494.96,125.19,79.300,3424.97,238.18,477.29,124.85,17.67,0.34,2787.72,1.511,2445.94,341.77,4810.53,2.01,1.77
2.140,0.302,2.400,3298.57,447.17,154.49,79.260,3279.26,240.01,441.43,154.25,5.74,0.24,3080.07,0.392,903.38,2176.68,4810.22,2.01,0.59
1.930,0.336,2.540,2913.51,446.47,147.39,80.640,2895.14,242.01,439.89,147.05,6.58,0.34,2455.45,0.319,644.06,1811.39,4115.67,2.01,0.53
2.260,0.336,0.310,3412.85,426.22,97.68,79.710,3543.64,238.48,426.09,97.36,0.13,0.32,597.09,0.067,141.21,455.88,3840.46,2.01,0.48
1.880,0.292,2.060,2729.26,465.38,132.27,80.700,2668.56,240.22,459.47,132.07,5.91,0.20,2411.79,0.866,1569.59,842.20,3867.49,2.01,1.31
2.370,0.336,2.830,3162.59,467.43,155.25,79.600,3105.07,241.88,462.20,155.05,5.23,0.20,3170.38,0.693,1126.44,2043.94,4681.19,2.01,0.71
2.320,0.303,2.560,3087.51,367.87,150.88,80.070,3046.77,239.66,360.13,150.58,7.74,0.30,3824.52,1.101,2519.59,1304.93,4948.16,2.01,1.33
2.060,0.309,1.030,3160.51,415.71,135.67,80.700,3344.98,242.05,412.65,135.47,3.06,0.21,2559.93,0.692,1536.98,1022.95,4617.68,2.01,1.21
1.640,0.333,2.280,3156.28,531.29,147.76,80.420,3146.77,242.18,521.61,147.44,9.68,0.32,2554.30,0.432,766.03,1788.27,4416.80,2.01,0.60
2.160,0.302,1.850,2941.06,395.39,143.51,80.660,2962.35,241.83,391.57,143.16,3.82,0.35,2427.37,0.423,844.97,1582.40,4169.45,2.01,0.70
2.050,0.291,1.020,2878.29,358.25,129.21,80.280,2975.44,238.46,352.61,128.96,5.64,0.25,3154.38,1.491,2884.36,270.01,4544.22,2.01,1.84
1.310,0.322,2.320,2922.60,515.90,136.06,79.410,2821.68,241.80,482.31,135.70,33.59,0.36,3047.17,1.449,2421.59,625.58,4337.28,2.01,1.60
1.380,0.335,1.380,3300.16,388.25,146.65,79.520,3333.54,241.04,362.30,146.39,25.95,0.25,3242.18,0.952,1821.78,1420.40,4946.20,2.01,1.13
1.440,0.342,2.260,2985.75,538.91,133.32,79.750,2962.43,241.59,513.52,133.00,25.39,0.31,3588.39,1.861,3538.51,49.88,4747.45,2.01,1.98
1.240,0.333,1.440,3096.28,397.98,139.33,79.560,3131.54,241.38,375.11,138.97,22.87,0.35,2327.10,0.406,834.27,1492.84,4289.25,2.01,0.72
2.380,0.312,2.460,2796.70,500.17,136.45,80.040,2742.19,238.28,497.29,136.26,2.88,0.19,2327.37,0.579,1099.21,1228.15,3900.25,2.01,0.95
2.370,0.332,0.470,3665.24,366.57,130.88,80.140,3789.30,239.30,365.20,130.56,1.37,0.32,2250.87,0.635,1175.63,1075.24,4909.50,2.01,1.05
2.150,0.331,0.520,3310.01,443.85,114.83,80.510,3453.01,238.07,443.03,114.59,0.82,0.24,1487.93,0.430,824.76,663.17,4193.66,2.01,1.11
1.140,0.284,1.000,3202.08,456.55,130.55,79.650,3268.12,241.69,410.07,130.21,46.48,0.35,3434.34,1.605,3301.09,133.25,4978.17,2.01,1.93
1.600,0.283,2.370,3136.84,508.12,142.61,79.430,2999.01,239.91,490.38,142.28,17.74,0.33,3373.53,1.460,2475.83,897.70,4678.92,2.01,1.47
1.990,0.291,2.530,3160.64,488.05,145.23,79.670,3033.28,238.11,478.49,144.98,9.56,0.25,3559.30,1.492,2532.80,1026.50,4805.79,2.01,1.43
2.240,0.299,1.360,3118.29,477.96,135.50,80.330,3233.04,239.95,475.13,135.27,2.83,0.23,2759.31,0.846,1835.77,923.54,4607.36,2.01,1.34
1.190,0.319,2.510,2990.26,504.64,132.33,79.870,2827.66,238.30,429.12,132.11,75.52,0.22,3624.17,2.088,3624.17,0.00,4632.95,2.01,2.01
1.880,0.331,1.070,2773.21,478.56,119.28,80.230,2790.91,239.68,474.51,119.06,4.05,0.22,2399.07,1.314,2218.90,180.17,3986.01,2.01,1.86
1.380,0.300,0.950,2719.04,386.20,119.19,80.050,2908.61,238.35,372.56,118.84,13.64,0.35,2568.40,1.046,2433.04,135.35,4188.35,2.01,1.90
2.120,0.298,1.050,3189.28,382.17,137.06,79.850,3254.57,238.61,378.65,136.78,3.52,0.27,2674.46,0.841,1524.71,1149.75,4587.26,2.01,1.14
2.240,0.318,2.920,2999.90,402.08,145.84,80.400,2895.40,242.33,391.75,145.51,10.33,0.32,4092.80,1.910,3613.53,479.27,4935.29,2.01,1.77
1.050,0.336,1.470,3454.37,463.05,143.23,80.540,3458.24,238.25,421.62,142.93,41.43,0.30,2401.78,0.286,618.46,1783.33,4655.54,2.01,0.52
1.040,0.339,1.230,3294.02,530.61,127.60,79.700,3336.29,238.39,513.71,127.39,16.90,0.21,1531.84,0.087,183.82,1348.02,4100.02,2.01,0.24
1.290,0.342,2.920,3061.02,480.08,140.04,79.700,2912.92,238.37,408.83,139.77,71.25,0.27,3948.05,2.062,3651.95,296.10,4881.55,2.01,1.86
1.910,0.327,1.150,3667.49,487.28,139.80,79.590,3765.65,239.09,484.62,139.48,2.66,0.32,2145.00,0.177,396.82,1748.17,4835.33,2.01,0.37
1.270,0.342,1.240,2964.96,524.50,123.98,79.830,3029.96,237.97,509.60,123.70,14.90,0.28,2319.42,0.902,1758.12,561.30,4186.83,2.00,1.52
2.000,0.304,2.920,3061.28,452.42,150.00,79.740,2952.97,238.73,445.08,149.78,7.34,0.22,2766.00,0.350,842.80,1923.20,4332.64,2.00,0.61
2.120,0.291,0.500,4018.79,407.78,121.50,79.910,4165.43,239.69,407.14,121.26,0.64,0.24,1341.22,0.083,193.94,1147.28,4834.60,2.00,0.29
1.210,0.304,1.040,2864.65,372.99,125.81,79.630,2883.24,239.48,355.56,125.56,17.43,0.24,1943.12,0.578,1021.50,921.62,3852.74,2.00,1.05
1.140,0.320,1.350,3059.11,386.78,135.79,80.010,3068.55,238.22,355.27,135.47,31.51,0.32,2263.42,0.470,915.55,1347.87,4197.89,2.00,0.81
1.630,0.307,1.100,2919.91,362.71,128.02,80.000,2982.33,238.22,358.01,127.66,4.70,0.36,1749.97,0.309,557.89,1192.08,3855.69,2.00,0.64
1.660,0.294,2.480,2834.43,469.19,136.66,79.870,2721.25,238.31,457.38,136.34,11.81,0.32,2654.85,0.848,1626.09,1028.75,4046.29,2.00,1.23
1.670,0.304,0.350,3110.60,405.62,115.85,79.370,3397.50,242.06,401.82,115.49,3.80,0.36,2297.04,1.011,2132.11,164.93,4544.01,2.00,1.86
1.700,0.303,1.730,3012.18,514.37,133.78,79.500,2979.63,239.58,504.17,133.56,10.20,0.22,3111.34,1.536,2584.28,527.06,4532.77,2.00,1.66
2.200,0.298,1.190,3536.26,466.27,142.16,80.020,3579.79,238.34,463.73,141.93,2.54,0.23,2559.12,0.530,940.48,1618.64,4857.29,2.00,0.74
2.390,0.298,2.730,2693.88,500.58,128.39,80.410,2522.96,239.47,496.61,128.09,3.97,0.30,2729.72,1.433,2413.62,316.10,3885.93,2.00,1.77
1.450,0.311,2.450,2837.24,517.86,136.46,79.810,2754.10,238.72,503.67,136.21,14.19,0.25,2196.83,0.512,877.41,1319.42,3851.00,2.00,0.80
1.830,0.313,2.790,3157.68,412.45,153.29,80.410,3046.03,239.10,395.09,153.09,17.36,0.20,3779.64,1.362,2331.28,1448.36,4933.25,2.00,1.24
1.250,0.309,1.500,3079.96,423.68,139.45,80.550,3074.84,241.81,403.02,139.20,20.66,0.26,2224.81,0.433,746.20,1478.61,4185.85,2.00,0.67
2.360,0.289,0.160,3696.24,482.24,101.15,79.990,4116.35,238.05,482.01,100.85,0.23,0.31,1089.73,0.339,794.85,294.88,4660.57,2.00,1.46
2.320,0.317,1.500,3192.71,366.13,143.74,79.380,3251.00,241.34,363.75,143.46,2.38,0.28,2201.73,0.161,318.15,1883.58,4350.61,2.00,0.29
1.400,0.297,1.390,2789.35,448.65,126.39,80.320,2759.48,238.91,433.24,126.10,15.41,0.28,2508.03,1.200,2012.95,495.09,4012.48,2.00,1.61
1.710,0.332,2.640,2791.07,521.86,131.23,79.850,2733.40,240.15,509.47,131.03,12.39,0.20,3124.86,1.473,2862.99,261.86,4294.90,2.00,1.83
2.380,0.332,0.450,3604.45,420.26,118.29,79.680,3634.59,240.39,419.61,118.05,0.65,0.24,1524.54,0.417,689.55,834.99,4396.69,2.00,0.90
1.570,0.298,2.720,3232.37,535.06,149.18,79.340,3136.88,240.39,519.21,148.86,15.85,0.31,3034.61,0.605,1362.24,1672.38,4654.27,2.00,0.90
1.320,0.291,1.260,2884.51,511.87,122.15,79.490,2948.92,238.39,498.88,121.91,12.99,0.24,2324.36,0.934,1875.07,449.30,4111.30,2.00,1.61
1.260,0.290,1.930,3137.71,479.19,143.07,80.340,3048.90,241.57,445.57,142.80,33.62,0.26,2907.65,0.953,1657.94,1249.71,4503.21,2.00,1.14
1.650,0.295,0.570,3785.29,367.52,129.03,80.740,3817.28,240.11,364.71,128.79,2.81,0.25,1724.50,0.270,445.61,1278.89,4679.96,2.00,0.52
1.920,0.341,1.790,2768.12,432.45,131.48,79.980,2840.25,237.73,425.56,131.29,6.89,0.20,3005.70,1.195,2511.56,494.14,4343.95,2.00,1.67
1.700,0.317,0.920,2884.71,485.72,118.40,80.410,2896.69,240.24,482.57,118.10,3.15,0.30,1768.85,0.733,1187.61,581.24,3781.79,2.00,1.34
1.370,0.304,0.630,3319.34,491.86,127.17,79.890,3417.25,241.99,477.12,126.97,14.74,0.20,3084.04,1.560,2908.25,175.79,4960.45,2.00,1.88
1.950,0.337,1.850,2739.90,424.55,134.36,79.420,2796.72,239.66,420.43,134.08,4.12,0.27,2117.02,0.362,817.80,1299.21,3856.36,2.00,0.77
1.400,0.314,2.400,2995.13,428.68,145.75,79.680,2945.48,238.74,407.76,145.47,20.92,0.28,2423.00,0.235,537.66,1885.33,4158.58,2.00,0.44
1.810,0.336,0.200,3924.66,465.47,102.74,80.240,4193.31,239.46,465.07,102.39,0.40,0.36,934.53,0.223,478.29,456.24,4661.22,2.00,1.02
1.760,0.328,2.390,3317.99,451.49,155.67,79.960,3290.79,238.77,439.29,155.36,12.20,0.31,3203.50,0.605,1023.52,2179.98,4894.80,2.00,0.64
1.170,0.282,2.230,2795.39,456.07,131.00,80.140,2608.63,237.63,407.30,130.68,48.77,0.32,2622.94,1.152,1960.13,662.82,3922.16,2.00,1.49
2.240,0.285,1.560,3151.36,414.40,142.59,80.080,3245.43,238.26,410.48,142.37,3.92,0.22,3047.87,0.773,1764.72,1283.15,4771.76,2.00,1.16
1.000,0.314,1.690,2951.19,545.83,130.45,80.510,2953.09,242.35,505.76,130.10,40.07,0.35,2115.26,0.509,1156.62,958.64,4012.61,2.00,1.09
2.340,0.326,2.920,2476.59,362.68,127.08,80.160,2356.38,240.52,356.23,126.78,6.45,0.30,3035.77,1.448,3017.86,17.91,3877.39,2.00,1.98
1.560,0.322,2.850,3077.61,503.81,148.17,80.610,3001.67,242.12,483.98,147.94,19.83,0.24,3249.13,0.882,1923.81,1325.32,4629.84,2.00,1.18
1.530,0.302,2.350,3028.30,452.63,140.40,80.260,2961.71,238.09,428.35,140.07,24.28,0.33,3587.69,1.451,2942.98,644.71,4759.60,2.00,1.64
2.060,0.321,2.980,2871.22,428.31,146.64,79.560,2774.09,239.20,422.09,146.37,6.22,0.28,2381.46,0.272,487.96,1893.50,3967.75,2.00,0.41
1.260,0.291,0.260,3952.88,395.37,115.77,80.510,4252.99,240.48,391.73,115.57,3.64,0.21,1424.90,0.292,660.72,764.17,4967.32,1.99,0.92
1.060,0.336,2.020,3066.56,488.08,135.88,80.470,3000.97,241.25,392.74,135.66,95.34,0.23,3448.36,1.385,3072.14,376.22,4729.73,1.99,1.78
2.260,0.309,0.850,2888.41,521.96,115.03,79.880,2970.27,240.62,520.20,114.77,1.76,0.25,2330.65,1.252,2296.15,34.49,4138.78,1.99,1.97
1.560,0.302,0.450,4078.74,499.17,117.13,80.750,4234.19,242.01,497.90,116.76,1.27,0.37,1205.29,0.117,263.35,941.93,4838.65,1.99,0.44
2.270,0.315,2.290,2978.79,496.06,136.01,79.530,3006.43,240.65,490.68,135.74,5.38,0.27,3679.09,1.480,3419.35,259.74,4851.79,1.99,1.85
1.970,0.292,0.950,3469.88,463.59,133.93,80.590,3522.08,238.45,461.20,133.71,2.39,0.22,2114.02,0.473,814.11,1299.91,4582.45,1.99,0.77
2.030,0.341,2.400,2893.31,364.83,147.81,80.350,2900.10,237.83,357.63,147.60,7.20,0.21,2738.63,0.405,881.57,1857.07,4274.40,1.99,0.64
1.360,0.286,1.070,3398.70,408.72,139.01,80.670,3491.66,239.46,395.83,138.80,12.89,0.21,2419.37,0.457,976.94,1442.43,4706.11,1.99,0.80
1.290,0.316,1.870,2876.70,426.33,133.12,80.760,2860.95,241.04,384.35,132.85,41.98,0.27,3443.42,1.567,3266.77,176.65,4589.51,1.99,1.89
1.500,0.295,2.910,3019.66,492.39,145.79,80.050,2857.19,240.30,474.06,145.59,18.33,0.21,2632.19,0.468,1021.03,1611.16,4178.59,1.99,0.77
1.240,0.315,1.130,3066.18,397.33,134.57,79.370,3051.15,242.12,368.45,134.27,28.88,0.30,2744.79,1.086,1877.71,867.08,4429.17,1.99,1.36
